Varname,House,Date,Topic,Subcode,L1,L2,L3,L4,C2,C3,C4,C5,Other,Index,Source,N,Totcheck,Agenda1,Agenda2,Scope,raceoutcome,racespenddo,raceaa,aidtoblacks,EqualOpp,Added
GUNLAW,NORC,5/15/2014,25,25,"1,224",,,,,,,469,,72.30,GSS 2014 Cross Section,1693,100,1209,1212,0,0,0,0,0,0,4/11/2015
GUNLAWY,YANK,9/20/1983,25,25,49 ,0 ,0 ,0 ,0 ,0 ,0 ,44,7,52.69,USYANK.5641.R19B,1016,100,1209,1212,0,0,0,0,0,0,0
GUNLAWY,YANK,12/6/1983,25,25,44 ,0 ,0 ,0 ,0 ,0 ,0 ,50,6,46.81,USYANK.835652.R12B,1000,100,1209,1212,0,0,0,0,0,0,0
GUNLAWY,YANK,9/11/1984,25,25,51 ,0 ,0 ,0 ,0 ,0 ,0 ,36,7,58.62,USYANK.845693.Q28B,1023,94,1209,1212,0,0,0,0,0,0,0
GUNLAWY,YANK,8/12/1993,25,25,57 ,0 ,0 ,0 ,0 ,0 ,0 ,36,7,61.29,USYANKP.081693.R12,500,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,12/15/1993,25,25,57,0 ,0 ,0 ,0 ,0 ,0 ,34,9,62.64,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,5/15/1999,25,25,65,0 ,0 ,0 ,0 ,0 ,0 ,30,5,68.42,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,6/15/1999,25,25,62,0 ,0 ,0 ,0 ,0 ,0 ,33,5,65.26,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,3/15/2000,25,25,66,0 ,0 ,0 ,0 ,0 ,0 ,29,5,69.47,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,5/15/2000,25,25,57,0 ,0 ,0 ,0 ,0 ,0 ,38,5,60.00,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,6/15/2003,25,25,54,0 ,0 ,0 ,0 ,0 ,0 ,42,4,56.25,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,2/15/2004,25,25,58,0 ,0 ,0 ,0 ,0 ,0 ,37,5,61.05,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,4/18/2007,25,25,60,0 ,0 ,0 ,0 ,0 ,0 ,32,8,65.22,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,11/15/2007,25,25,55,0 ,0 ,0 ,0 ,0 ,0 ,42,3,56.70,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,4/23/2008,25,25,58,0 ,0 ,0 ,0 ,0 ,0 ,37,5,61.05,Pollingreport.com,1502,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,3/31/2009,25,25,49,0 ,0 ,0 ,0 ,0 ,0 ,45,6,52.13,Pollingreport.com,0,100,1209,1212,0,0,0,0,0,0,0
GUNPEW,PEW,3/10/2010,25,25,46,0 ,0 ,0 ,0 ,0 ,0 ,46,7,50.00,Pollingreport.com,0,99,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,1/4/1980,25,25,59,0 ,0 ,0 ,0 ,0 ,0 ,6,36,90.77,USGALLUP.1146.Q05,1620,101,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,12/12/1980,25,25,62,0 ,0 ,0 ,0 ,0 ,0 ,3,35,95.38,USGALLUP.012281.R1,509,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,4/3/1981,25,25,65,0 ,0 ,0 ,0 ,0 ,0 ,3,32,95.59,USGALLUP.1171G.Q10B,1545,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,4/22/1981,25,25,62,0 ,0 ,0 ,0 ,0 ,0 ,4,34,93.94,USCBSNYT.042981.R44,1439,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,4/2/1982,25,25,65,0 ,0 ,0 ,0 ,0 ,0 ,3,32,95.59,USGALLUP.062482.R2,1543,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,5/13/1983,25,25,59,0 ,0 ,0 ,0 ,0 ,0 ,4,37,93.65,USGALLUP.215-1.R1,1534,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,4/11/1986,25,25,60,0 ,0 ,0 ,0 ,0 ,0 ,8,32,88.24,USGALLUP.051186.R1,1552,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,10/12/1987,25,25,60,0 ,0 ,0 ,0 ,0 ,0 ,5,35,92.31,USGALLUP.102287.R01,438,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,7/1/1988,25,25,64,0 ,0 ,0 ,0 ,0 ,0 ,6,30,91.43,USGALLUP.072488.R4,1000,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,12/17/1993,25,25,72,0 ,0 ,0 ,0 ,0 ,0 ,5,23,93.51,USGALLUP.010694.R02,1014,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,11/27/1994,25,25,59,0,0,0,0,0,0,10,31,85.51,USCBS.112994.R34,1120,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,GALLUP,2/8/1999,25,25,68,0 ,0 ,0 ,0,0,0 ,6,26,91.89,USGALLUP.99FEB8.R22,1054,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBS,8/1/1999,25,25,64,0 ,0 ,0 ,0,0,0 ,6,30,91.43,USCBS.99008A.Q67,1165,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,8/15/1999,25,25,67,0,0,0,0,0,0,5,28,93.06,USCBS.081699.R08,736,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBS,3/19/2000,25,25,65,0,0,0,0,0,0,5,30,92.86,USCBS.200003A.Q59,1221,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,5/10/2000,25,25,71,0,0,0,0,0,0,3,27,95.95,USCBSNYT.200005B.Q086,947,101,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,8/4/2000,25,25,62,0,0,0,0,0,0,4,34,93.94,USCBS.200008A.Q58,1139,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,10/29/2000,25,25,60,0,0,0,0,0,0,7,33,89.55,USCBS.110100.R60,1396,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,10/27/2002,25,25,56,0,0,0,0,0,0,11,33,83.58,USCBSNYT.200210F.Q30,1018,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,11/10/2003,25,25,51,0,0,0,0,0,0,10,39,83.61,USCBS.111403.R54,1177,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,4/20/2007,25,25,66,0,0,0,0,0,0,4,30,94.29,USCBSNYT.042307.R09,644,100,1209,1212,0,0,0,0,0,0,0
GUNSTRICT,CBSNYT,4/20/2007,25,25,63,0,0,0,0,0,0,5,33,92.65,USCBSNYT.200704B.Q09,1052,101,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,9/1/1967,25,25,66,0,0,0,0,0,0,28,6,70.21,USHARRIS.67SP20.R2,1250,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,3/1/1968,25,25,71,0,0,0,0,0,0,23,6,75.53,USHARRIS.042268.R1,1634,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,10/6/1975,25,25,73 ,0 ,0 ,0 ,0 ,0 ,0 ,24,3,75.26,USHARRIS.102775.R2,1519,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,10/6/1975,25,25,73,0,0,0,0,0,0,24,3,75.26,USHARRIS.102775.R2,1519,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,6/27/1978,25,25,73 ,0 ,0 ,0 ,0 ,0 ,0 ,25,2,74.49,USHARRIS.080778.R1,1500,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,6/27/1978,25,25,73,0,0,0,0,0,0,25,2,74.49,USHARRIS.080778.R1,1500,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,ABC,6/13/1979,25,25,72,0,0,0,0,0,0,26,2,73.47,USABCHS.081679.R1,1496,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,3/23/1989,25,25,79 ,0 ,0 ,0 ,0 ,0 ,0 ,18,3,81.44,USHARRIS.040989.R4,1248,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,3/23/1989,25,25,79,0,0,0,0,0,0,18,3,81.44,USHARRIS.040989.R4,1248,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,HARRIS,6/21/1990,25,25,73 ,0 ,0 ,0 ,0 ,0 ,0 ,26,1,73.74,USHARRIS.070890.R1F,1254,100,1209,1212,0,0,0,0,0,0,0
HALLGUNS,AMV,4/5/2000,25,25,62,0,0,0,0,0,0,36,2,63.27,USAMVW.041300.R09B,800,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANK,3/1/1977,25,25,66 ,0 ,0 ,0 ,0 ,0 ,0 ,30,4,68.75,USYANK.778105.Q06F,1004,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANK,3/19/1980,25,25,61 ,0 ,0 ,0 ,0 ,0 ,0 ,36,4,62.89,USYANK.808601.Q11CD,1221,101,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANK,3/29/1980,25,25,61 ,0 ,0 ,0 ,0 ,0 ,0 ,36,4,62.89,USYANK.808602.Q11CD,917,101,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANK,8/26/1980,25,25,58 ,0 ,0 ,0 ,0 ,0 ,0 ,37,4,61.05,USYANK.808604.Q11AH,1644,99,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANK,5/12/1981,25,25,61 ,0 ,0 ,0 ,0 ,0 ,0 ,37,3,62.24,USYANK.818607.Q09A01,1221,101,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANK,9/15/1981,25,25,60 ,0 ,0 ,0 ,0 ,0 ,0 ,36,4,62.50,USYANK.818608.Q10AA,1222,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,4/2/1982,25,25,66,0 ,0 ,0 ,0 ,0 ,0 ,30,4,68.75,USGALLUP.062482.R1,1543,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,4/12/1985,25,25,70,0 ,0 ,0 ,0 ,0 ,0 ,25,5,73.68,USGALLUP.052685.R1,1525,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANK,7/23/1985,25,25,60 ,0 ,0 ,0 ,0 ,0 ,0 ,36,5,62.50,USYANK.855731.Q07,1013,101,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANKCS,2/13/1989,25,25,84,0 ,0 ,0 ,0 ,0 ,0 ,14,2,85.71,USYANKCS.89FEB3.R32A,1014,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,YANKCS,12/15/1989,25,25,72,0 ,0 ,0 ,0 ,0 ,0 ,25,3,74.23,USYANKCS.89GUN.R33C,605,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,9/10/1990,25,25,81,0 ,0 ,0 ,0 ,0 ,0 ,17,2,82.65,USGALLUP.922017.R18,1031,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,3/21/1991,25,25,80,0 ,0 ,0 ,0 ,0 ,0 ,17,3,82.47,USGALLUP.032891.R3,1010,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,LHRES,4/3/1993,25,25,82,0 ,0 ,0 ,0 ,0 ,0 ,15,3,84.54,USLHRES.930018.R24B,1250,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,12/17/1993,25,25,81,0 ,0 ,0 ,0 ,0 ,0 ,18,1,81.82,USGALLUP.010694.R04,1014,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,2/8/1999,25,25,79,0 ,0 ,0 ,0 ,0 ,0 ,19,2,80.61,USGALLUP.99FEB8.R24,1054,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,1/13/2000,25,25,73,0 ,0 ,0 ,0 ,0 ,0 ,26,1,73.74,USGALLUP.00JA13.R26,1027,100,1209,1212,0,0,0,0,0,0,0
HANDGUN,GALLUP,4/28/2000,25,25,76,0 ,0 ,0 ,0 ,0 ,0 ,22,2,77.55,USGALLUP.200019.Q22,1003,100,1209,1212,0,0,0,0,0,0,0
HANDGUNS,NES,11/15/1996,25,25,46 ,0 ,0 ,0 ,0 ,0 ,0 ,53,1,46.46,sm96.POR V961217 10-19,1336,100,1209,0,0,0,0,0,0,0,0
HANDGUNS,NES,12/15/1996,25,25,40 ,0 ,0 ,0 ,0 ,0 ,0 ,58,2,40.82,sm96.POR V961217 10-19,186,100,1209,0,0,0,0,0,0,0,0
HHANDGUN,HARRIS,1/15/1971,25,25,66 ,0 ,0 ,0 ,0 ,0 ,0 ,30,4,68.75,USHARRIS.71JAN.R45,1600,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,10/6/1975,25,25,77 ,0 ,0 ,0 ,0 ,0 ,0 ,19,4,80.21,USHARRIS.102775.R1,1519,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,11/22/1975,25,25,77 ,0 ,0 ,0 ,0 ,0 ,0 ,19,4,80.21,USHARRIS.122975.R03,1475,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,6/27/1978,25,25,80 ,0 ,0 ,0 ,0 ,0 ,0 ,18,2,81.63,USHARRIS.080778.R3,1500,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,6/13/1979,25,25,78 ,0 ,0 ,0 ,0 ,0 ,0 ,20,2,79.59,USABCHS.081679.R2,1496,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,11/7/1980,25,25,67 ,0 ,0 ,0 ,0 ,0 ,0 ,32,1,67.68,USABCHS.120480.R2,1199,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,4/6/1981,25,25,67 ,0 ,0 ,0 ,0 ,0 ,0 ,32,1,67.68,USHARRIS.240681.R1,1199,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,2/12/1982,25,25,64 ,0 ,0 ,0 ,0 ,0 ,0 ,34,2,65.31,USHARRIS.031582.R1C,1253,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,3/11/1982,25,25,64 ,0 ,0 ,0 ,0 ,0 ,0 ,34,2,65.31,USHARRIS.031182.R1E,1253,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,7/9/1982,25,25,66 ,0 ,0 ,0 ,0 ,0 ,0 ,31,3,68.04,USHARRIS.080982.R4,1250,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,4/4/1984,25,25,64 ,0 ,0 ,0 ,0 ,0 ,0 ,33,3,65.98,USHARRIS.051484.R2,1270,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,3/23/1989,25,25,78 ,0 ,0 ,0 ,0 ,0 ,0 ,20,2,79.59,USHARRIS.040989.R5,1248,100,1209,1212,0,0,0,0,0,0,0
HHANDGUN,HARRIS,6/21/1990,25,25,73 ,0 ,0 ,0 ,0 ,0 ,0 ,26,1,73.74,USHARRIS.070890.R1F,1254,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,12/2/1993,25,25,57,0,0,0,0,0,0,34,9,62.64,USPSRA.121093.R19B,1479,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,5/12/1999,25,25,65,0,0,0,0,0,0,30,5,68.42,USPSRA.052099.R19,1179,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,6/9/1999,25,25,62,0,0,0,0,0,0,33,5,65.26,USPSRA.061699.R17,1153,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,3/15/2000,25,25,66,0,0,0,0,0,0,29,5,69.47,USPSRA.00AP19.R37,1184,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,5/2/2000,25,25,57,0,0,0,0,0,0,38,5,60.00,USPSRA.051100.R08,1303,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,6/4/2003,25,25,54,0,0,0,0,0,0,42,4,56.25,USPSRA.042004R.R07,1089,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,6/4/2003,25,25,54,0,0,0,0,0,0,42,4,56.25,USPSRA.042004S.R07,1000,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,11/18/2003,25,25,65,0,0,0,0,0,0,30,5,68.42,USPSRA.120803.R28,469,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,2/11/2004,25,25,58,0,0,0,0,0,0,37,5,61.05,USPSRA.022704.R41,1500,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,2/11/2004,25,25,46,11,1,0,0,0,0,31,11,65.17,USPSRA.022704.R41A,1500,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,4/18/2007,25,25,60,0,0,0,0,0,0,32,8,65.22,USPSRA.042307.R21,1508,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,SRBI,4/23/2008,25,25,58,0,0,0,0,0,0,37,5,61.05,USSRBI.051408AP.R28,1502,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,3/31/2009,25,25,49,0,0,0,0,0,0,45,6,52.13,USPSRA.052109.R14F2,3013,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,SRBI,3/10/2010,25,25,46,0,0,0,0,0,0,46,7,50.00,USSRBI.201003POL.Q16,1500,99,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,8/25/2010,25,25,50,0,0,0,0,0,0,46,4,52.08,USPSRA.092310.R039,3509,100,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,8/25/2010,25,25,50,0,0,0,0,0,0,46,4,52.1,USPSRA.092310.R039,3509,100,1209,1212,0,0,0,0,0,0,10/15/2012
PEWGUN,PSRA,1/13/2011,25,25,46,0,0,0,0,0,0,49,6,48.42,USPSRA.011911NII.R12,1000,101,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,1/13/2011,25,25,46,0,0,0,0,0,0,49,6,48.4,USPSRA.011911NII.R12,1000,101,1209,1212,0,0,0,0,0,0,10/15/2012
PEWGUN,PSRA,2/22/2011,25,25,47,0,0,0,0,0,0,48,6,49.47,USPSRA.030311.R60,1504,101,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,2/22/2011,25,25,47,0,0,0,0,0,0,48,6,49.5,USPSRA.030311.R60,1504,101,1209,1212,0,0,0,0,0,0,10/15/2012
PEWGUN,PSRA,9/22/2011,25,25,49,0,0,0,0,0,0,47,5,51.04,USPSRA.110311.R64,2410,101,1209,1212,0,0,0,0,0,0,0
PEWGUN,PSRA,9/22/2011,25,25,49,0,0,0,0,0,0,47,5,51.0,USPSRA.110311.R64,2410,101,1209,1212,0,0,0,0,0,0,10/15/2012
PEWGUN,PSRA,4/4/2012,25,25,45,0,0,0,0,0,0,49,6,47.9,USPSRA.042512.R20FB,3008,100,1209,1212,0,0,0,0,0,0,10/15/2012
PEWGUN,PSRA,7/26/2012,25,25,47,0,0,0,0,0,0,46,6,50.5,USPSRA.073012.R24,1010,99,1209,1212,0,0,0,0,0,0,10/15/2012
PEWGUN,PSRA,12/17/2012,25,25,49,0,0,0,0,0,0,42,9,53.85,USPSRA.122012.R03,1219,100,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,12/17/2012,25,25,42,6,2,0,0,0,4,37,9,54.95,USPSRA.122012.R03A,1219,100,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,1/9/2013,25,25,51,0,0,0,0,0,0,45,5,53.13,USPSRA.011413.R40,1502,101,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,1/9/2013,25,25,41,9,0,0,0,0,5,39,5,53.19,USPSRA.011413.R41,1502,99,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,1/10/2013,25,25,51,0,0,0,0,0,0,45,5,53.13,USPSRA.011413CC.R03,1001,101,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,2/13/2013,25,25,50,0,0,0,0,0,0,46,4,52.08,USPSRA.022113.R19,1504,100,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,5/1/2013,25,25,50,0,0,0,0,0,0,48,2,51.02,USPSRA.052313.R40,1504,100,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,SRBI,1/23/2014,25,25,48,0,0,0,0,0,0,50,3,48.98,USSRBI.030714A.R123,3341,101,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,SRBI,1/23/2014,25,25,48,0,0,0,0,0,0,49,3,49.48,USSRBI.062614.RA123,10013,100,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,12/3/2014,25,25,46,0,0,0,0,0,0,52,3,46.94,USPSRA.121014.R53,1507,101,1209,1212,0,0,0,0,0,0,07/23/15
PEWGUN,PSRA,12/3/2014,25,25,37,8,1,0,0,0,4,47,3,47.42,USPSRA.121014.R54,1507,100,1209,1212,0,0,0,0,0,0,07/23/15
STRICTORC,GALLUP,1/10/2001,25,25,54,0,0,0,0,0,0,14,32,79.41,USGALLUP.08FEB0008TR3.R1,1004,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/13/2003,25,25,51,0,0,0,0,0,0,33,15,60.71,USGALLUP.041807TR1.R01,1000,99,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/12/2004,25,25,53,0,0,0,0,0,0,12,35,81.54,USGALLUP.04JRY12.R22,1004,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/3/2005,25,25,52,0,0,0,0,0,0,12,36,81.25,USGALLUP.062105A.R1,1005,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/9/2006,25,25,51,0,0,0,0,0,0,14,35,78.46,USGALLUP.041807.R1,1003,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/15/2007,25,25,49,0,0,0,0,0,0,14,37,77.78,USGALLUP.08FEB0008TR1.R1,1018,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,4/17/2007,25,25,47,0,0,0,0,0,0,11,42,81.03,USIPSOSR.042007.R1,966,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,ORC,5/4/2007,25,25,50,,,,,,,9,41,84.75,PollingReport.com,1001,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/4/2008,25,25,47,0,0,0,0,0,0,13,39,78.33,USGALLUP.08FBRU08TR.R1,1023,99,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,2/8/2008,25,25,49,0,0,0,0,0,0,11,40,81.67,USGALLUP.08FBRU08.R26,1016,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/7/2009,25,25,53,0,0,0,0,0,0,14,33,79.10,USGALLUP.08FEB0008TR2.R1,1015,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,ORC,4/3/2009,25,25,39,,,,,,,15,46,72.22,PollingReport.com,1001,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,GALLUP,1/5/2012,25,25,60,0,0,0,0,0,0,19,21,75.95,USGALLUP.12JANR5.R14,1011,100,1209,1212,0,0,0,0,0,0,0
STRICTORC,ORC,1/14/2013,25,25,37,18,0,0,0,0,17,27,1,55.56,USORC.011613.R17AB,814,100,1209,1212,0,0,0,0,0,0,07/20/15
STRICTORC,ORC,4/5/2013,25,25,0,53,0,0,0,0,45,0,2,54.08,USORC.041013A.R09,1012,100,1209,1212,0,0,0,0,0,0,07/20/15
STRICTORC,ORC,4/5/2013,25,25,36,17,0,0,0,0,16,29,2,54.08,USORC.041013A.R09AB,1012,100,1209,1212,0,0,0,0,0,0,07/20/15
STRICTORC,ORC,11/18/2013,25,25,0,49,0,0,0,0,50,0,1,49.49,USORC.120413.R14,843,100,1209,1212,0,0,0,0,0,0,07/20/15
STRICTORC,ORC,11/18/2013,25,25,31,18,0,0,0,0,18,32,1,49.49,USORC.120413.R14AB,843,100,1209,1212,0,0,0,0,0,0,07/20/15
